,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
1969,,15x15,,15x10,,12x10,,,,1232 W 24th  D,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Washer Connections",No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,872267(m²)  /Builder",,Houston,No,,,Central Electric,Granite  & Silestone,Harris County,77008,,15x13,Yes,Yes,"Insulated/Low-E windows, Insulation - Batt","Balcony, Fenced, Back Yard, Rooftop Deck, Rooftop Deck",Aluminum,,,"Cash Sale, Conventional, FHA, VA",,"Concrete, Tile, Wood, Carpet",,"Other, Slab",North,,,,2 / Attached,,Central Gas,,,,,"2 Staircases, High Ceiling, Intercom System, Island Kitchen, Prewired for Alarm System, Tile",452U,,"Lot 4, Block 1",Exclusive Right to Sell/Lease,549900,For Sale,15x23,Yes,,,99261634 (HAR),"Limited Access Gates, Grounds, Water and Sewer",$ 50 / MONTHLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,Gas Oven,http://www.har.com/1232-w-24th--d/sale_99261634,,"Additional Parking, Auto Garage Door Opener",,,0.0,No,,Townhouse / Condo,,Gas Range,Other,"Loft, Living Area - 2nd Floor",449,TX,,3,,Contemporary/Modern,Lofts on West 24th Street View subdivision price trend,SHADY ACRES,2.529,,D,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77008,595d8564e2bac8298cadff2f,,,
1970,,14x14,,10x11,,10x11,,,,1114 E 37th St,,,1.44,2.59,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,588148(m²)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77022,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier",Back Yard Fenced,Brick Veneer,,,"Cash Sale, Conventional, FHA, VA, Affordable Housing Program (subject to conditions)",,Carpet,,Slab,,,,,2 / Attached,No,Central Gas,,,,,,453N,,LT 15 BLK 73 INDEPENDENCE HEIGHTS PARK,Exclusive Agency to Sell/Lease,212000,For Sale,15x14,,Cleared,"4,000 Sqft.372(m²)  /Appraisal District",74072893 (HAR),,No/$0,Northwest Houston,,,Double Sinks,,"$51,717",,"4,000",$81.51,"1,056",1950,Yes,,,,$28 - $120 K,,No/$0,Gas Oven,http://www.har.com/1114-e-37th-st/sale_74072893,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,182,TX,,2,,Contemporary/Modern,Park Add/Independence Height View subdivision price trend,INDEPENDENCE HEIGHTS PARK,2.52856,$708/2016,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77022,595ed75de2bac805b0cd8c09,,,
1971,,14x14,,10x11,,10x11,,,,1110 E 37th St,,,1.44,2.59,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,582147(m²)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77022,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier",Back Yard Fenced,Brick Veneer,,,"Cash Sale, Conventional, FHA, VA, Affordable Housing Program (subject to conditions)",,Carpet,,Slab,,,,,2 / Attached,No,Central Gas,,,,,,453N,,LT 14 BLK 73 INDEPENDENCE HEIGHTS PARK,Exclusive Agency to Sell/Lease,212000,For Sale,15x14,,Cleared,"4,000 Sqft.372(m²)  /Appraisal District",51191620 (HAR),,No/$0,Northwest Houston,,,Double Sinks,,"$51,717",,"4,000",$81.51,"1,056",1950,Yes,,,,$28 - $120 K,,No/$0,Gas Oven,http://www.har.com/1110-e-37th-st/sale_51191620,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,182,TX,,2,,Contemporary/Modern,Park Add/Independence Height View subdivision price trend,INDEPENDENCE HEIGHTS PARK,2.52856,$708/2016,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77022,595ed75de2bac805b0cd8c0a,,,
1972,,14x14,,10x11,,10x11,,,,702 E 37th St,,,1.44,2.59,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,582147(m²)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77022,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier",Back Yard Fenced,Brick Veneer,,,"Cash Sale, Conventional, FHA, VA, Affordable Housing Program (subject to conditions)",,Carpet,,Slab,,,,,2 / Attached,No,Central Gas,,,,,,453N,,LT 2 BLK 63 INDEPENDENCE HEIGHTS PARK,Exclusive Agency to Sell/Lease,212000,For Sale,15x14,,Cleared,"4,000 Sqft.372(m²)  /Appraisal District",61580192 (HAR),,No/$0,Northwest Houston,,,Double Sinks,,"$51,717",,"4,000",$81.51,"1,056",1950,Yes,,,,$28 - $120 K,,No/$0,Gas Oven,http://www.har.com/702-e-37th-st/sale_61580192,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,182,TX,,2,,Contemporary/Modern,Park Add/Independence Height View subdivision price trend,INDEPENDENCE HEIGHTS PARK,2.52856,$708/2016,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77022,595ed75de2bac805b0cd8c0b,,,
1973,,16x13,,12x12,,,,,,711 Worthshire St,"Electric Dryer Connection, Refrigerator, Washer Connections",Yes,2.11,1.87,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,696158(m²)  /Appraisal District",Detached Carport,Houston,No,,,Central Electric,Granite,Harris County,77008,,16x12,Yes,Yes,,,Brick & Wood,,,"Cash Sale, Conventional",1 / Wood Burning Fireplace,"Laminate, Tile, Carpet",,Slab,South,,,,,,Central Electric,,,,,,492C,9x8,UNIT 2 BLDG 6 HIDDEN LAKE SEC 2 R/P,Exclusive Agency to Sell/Lease,259900,For Sale,13x16,,,"1,381 Sqft.128(m²)  /Appraisal District",70634454 (HAR),"Exterior Building, Grounds, Recreational Facilities, Clubhouse",$ 320 / MONTHLY,Timbergrove/Lazybrook,,,Master With Tub,,"$178,349",,"1,537",$152.12,"1,271",1979,Yes,,,,$146 - $214 K,,Yes/$200,Electric Oven,http://www.har.com/711-worthshire-st/sale_70634454,,,,,0.0,No,,Townhouse / Condo,,Freestanding Range,Composition,Breakfast Room,0,TX,,2,,Traditional,Hidden Lake Sec 02 R/P View subdivision price trend,HIDDEN LAKE,2.52856,"$5,416/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1976   / Appraisal District,77008,595ed75de2bac805b0cd8c0c,,,
1974,,16x11,,11x7,,14x11,,,,2809 Elysian St,,No,1.52,2.97,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,198111(m²)  /Appraisal District",,Houston,No,,,Central Electric,,Harris County,77009,,,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat",,"Wood, Other",,,"Cash Sale, Conventional, FHA",,"Wood, Carpet",,Block & Beam,,,,Single-Wide Driveway,,No,Central Electric,,,,,,493D,13x11,LT 8 BLK 8 RYON,Exclusive Agency to Sell/Lease,259900,For Sale,18x13,,Other,"5,000 Sqft.465(m²)  /Appraisal District",61200359 (HAR),,No/$0,Northside,,,Master Bath Shower Only,,"$81,588",,"5,000",$97.66,"1,076",1945,Yes,,,,$52 - $142 K,,No/$0,Gas Oven,http://www.har.com/2809-elysian-st/sale_61200359,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Living/Dining Combo, Study/Library,","1,294",TX,,1,,Traditional,Ryon View subdivision price trend,RYON,2.52856,"$1,309/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1940   / Appraisal District,77009,595ed75de2bac805b0cd8c0d,,,
1975,,15x14,,12x11,,,,,,802 W Heights Hollow Ln,"Electric Dryer Connection, Full Size, Washer Connections",No,3.07,2.71,,,,,,,,,,1 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,240115(m²)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77007,,15x12,Yes,Yes,Ceiling Fans,,Cement Board,,,"Cash Sale, Conventional",,"Laminate, Tile, Carpet",,Slab,,,,,,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar",493J,,LT 55 BLK 3 MEMORIAL HEIGHTS SEC 9 AMEND,Exclusive Right to Sell/Lease,269900,For Sale,15x12,,,"3,007 Sqft.279(m²)  /Appraisal District",97413299 (HAR),Grounds,$ 852 / ANNUALLY,Rice Military/Washington Corridor,,,Tub with Shower,,"$459,586",,"1,937",$196.22,"2,354",2002,Yes,,,,$292 - $727 K,,No/$200/Transfer fees,Electric Oven,http://www.har.com/802-w-heights-hollow-ln/sale_97413299,,,,,0.0,No,,Townhouse / Condo,,Electric Range,Composition,"1 Living Area, Formal Dining, Living Area - 1st Floor,",297,TX,,2,,Traditional,Memorial Heights View subdivision price trend,MEMORIAL HEIGHTS,2.52856,"$7,016/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2003   / Appraisal District,77007,595ed75de2bac805b0cd8c0e,,,
1976,,14x12,,11x10,,12x11,,,,210 Marathon St,,,1.38,2.47,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,475137(m²)  /Builder",Detached Carport,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77018,,12x11,Yes,Yes,,"Fully Fenced, Patio/Deck, Back Green Space, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional, Other",,"Tile, Wood",,Slab,,,,,,No,Central Gas,,,,,"Breakfast Bar, Island Kitchen, Hollywood Bath",452R,14x10,LT 29 BLK 1 NORTHMORE,Exclusive Right to Sell/Lease,294000,For Sale,17x14,,Subdivision Lot,"4,500 Sqft.418(m²)  /Appraisal District",71405534 (HAR),,No/$0,Northwest Houston,,,Tub with Shower,,"$51,354",$0.00,"4,400",,"1,014",1920,Yes,,,,$33 - $105 K,,No/$0,Gas Oven,http://www.har.com/210-marathon-st/sale_71405534,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining",57,TX,,2,,Traditional,Independence Heights View subdivision price trend,NORTHMORE,2.52856,$876/2016,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77018,595ed75de2bac805b0cd8c0f,,,
1977,,11X11,,11X12,,12X16,,,,4207 E Hardy Street,,No,1.52,2.97,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,745162(m²)  /Builder",,Houston,,,,Central Electric,Quartz,Harris County,77009,13X20,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances","Back Yard, Back Green Space, Back Yard Fenced","Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,No,Central Electric,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",,13X20,1,Exclusive Right to Sell/Lse w/ Named Prospect,298000,For Sale,,,Cleared,"2,500 Sqft.232(m²)  /Appraisal District",86657743 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945,Yes,,,,$52 - $142 K,,No/$0,Electric Oven,http://www.har.com/4207-e-hardy-street/sale_86657743,,Auto Garage Door Opener,,,0.0,No,,Single Family,,Gas Cooktop,Composition,,"1,294",TX,,2,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Seller,77009,595ed75de2bac805b0cd8c10,,,
1978,,11X11,,11X12,,12X16,,,,4211 Hardy Street,,No,1.52,2.97,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,745162(m²)  /Builder",,Houston,,,,Central Electric,Quartz,Harris County,77009,13X20,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances","Back Yard, Back Green Space, Back Yard Fenced","Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,No,Central Electric,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",,13X20,1,Exclusive Right to Sell/Lse w/ Named Prospect,298000,For Sale,,,Cleared,"2,500 Sqft.232(m²)  /Appraisal District",57802543 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945,Yes,,,,$52 - $142 K,,No/$0,Electric Oven,http://www.har.com/4211-hardy-street/sale_57802543,,Auto Garage Door Opener,,,0.0,No,,Single Family,,Gas Cooktop,Composition,,"1,294",TX,,2,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Seller,77009,595ed75de2bac805b0cd8c11,,,
1979,,17x12,,14x14,,11x11,,,,3414 Cline St,,No,2.62,2.96,,,,,,,,,,3 Full  Bath(s),,3 Bedroom(s),,"2,146199(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Automatic Gate,Central Electric,Granite,Harris County,77020,,,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat",Back Yard Fenced,Wood,,,"Cash Sale, Conventional, FHA, Investor",,"Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Dryer Included, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Washer Included, Drapes/Curtains/Window Cover",494K,12x11,LT 7 BLK 1 CLINE STREET PLACE,Exclusive Right to Sell/Lease,304900,For Sale,20x17,,"Corner, Patio Lot","2,093 Sqft.194(m²)  /Appraisal District",87124580 (HAR),,$ 1950 / ANNUALLY,Denver Harbor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$246,606",$0.00,"1,998",,"1,842",2005,Yes,,,,$222 - $280 K,,Yes/$150,Electric Oven,http://www.har.com/3414-cline-st/sale_87124580,,,,,0.0,No,,Single Family,,Electric Range,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",52,TX,,3,,Contemporary/Modern,Cline Street Place View subdivision price trend,CLINE STREET PLACE,2.52856,"$6,394/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2004   / Appraisal District,77020,595ed75de2bac805b0cd8c12,,,
1980,,12x10,,12x10,,12x10,,,,1219 Stonecrest Dr,,No,1.56,2.92,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,205112(m²)  /Appraisal",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77018,11x8,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat","Fully Fenced, Patio/Deck, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,North,,,Single-Wide Driveway,1 / Attached,No,Central Gas,,,,,"Breakfast Bar, Refrigerator Included",452Q,14x9,LT 223 BLK 12 SHEPHERD FOREST,Exclusive Right to Sell/Lease,309900,For Sale,16x12,,Subdivision Lot,"6,944 Sqft.645(m²)  /Appraisal District",31692250 (HAR),,No/$0,Oak Forest East Area,,,,,"$212,152",,"7,344",$191.40,"1,305",1955,No,,,,$172 - $285 K,,No/$0,Gas Oven,http://www.har.com/1219-stonecrest-dr/sale_31692250,,,,,0.0,No,,Single Family,,Gas Range,Composition,Living/Dining Combo,916,TX,,1,,Contemporary/Modern,Shepherd Forest View subdivision price trend,SHEPHERD FOREST,2.52856,"$5,143/2016",,,,,,,,,,,,,,Utility Rm in House,7x5,,,"Public Sewer, Public Water",1955   / Appraisal,77018,595ed75de2bac805b0cd8c13,,,
1981,,12x14,,13x9,,13x9,,,,1107 W 21st St #B,,,2.15,2.85,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,568146(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections",,Central Electric,granite,Harris County,77008,,20x9,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat",Patio/Deck,"Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab on Builders Pier,,,,,2 / Attached,Yes,"Central Gas, Zoned",,,,,,452U,20x10,LT 2 BLK 1 FIRST STREET R/P GEORGETOWN ESTATES ON TWENTY,Exclusive Right to Sell/Lease,330000,For Sale,20x12,,Patio Lot,"1,753 Sqft.163(m²)  /Appraisal District",49274964 (HAR),,$ 30 / MONTHLY,Heights/Greater Heights,,,Master Bath Shower Only,,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,Gas Oven,http://www.har.com/1107-w-21st-st-b/sale_49274964,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Living/Dining Combo, Living Area - 2nd Floor",449,TX,,3,,Contemporary/Modern,shady Acres View subdivision price trend,SHADY ACRES,2.52856,"$6,757/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2005   / Appraisal District,77008,595ed75de2bac805b0cd8c14,,,
1982,,16X18,,12X13,,10X13,,,,5821 Washington Ave,,,3.43,2.81,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,714159(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections","Driveway Gate, Automatic Gate",Central Electric,GRANITE,Harris County,77007,,9X10,Yes,Yes,Ceiling Fans,"Fully Fenced, Patio/Deck, Controlled Subdivision Access, Back Green Space",Stucco,,,"Cash Sale, Conventional, FHA, Investor, VA",,Wood,,Slab,,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,No,Central Gas,,,,,"High Ceiling, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,8X10,LT 1 BLK 1 RIVERWOOD ON WASHINGTON SEC 1,Exclusive Right to Sell/Lease,349000,For Sale,16X17,,Subdivision Lot,"2,902 Sqft.270(m²)  /Appraisal District",88018674 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$361,818",$0.00,"1,646",,"1,868",2006,Yes,,,,$314 - $413 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/5821-washington-ave/sale_88018674,,,,,0.0,No,,Single Family,,"Gas Range, Gas Cooktop",Composition,1 Living Area,22,TX,,2,,Traditional,RIVERWOOD ON WASHINGTON View subdivision price trend,RIVERWOOD ON WASHINGTON,2.52856,"$9,649/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2005   / Appraisal District,77007,595ed75de2bac805b0cd8c15,,,
1983,,18x14,,14x12,,14x11,,,,5323 Nolda St  A,Washer Connections,No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,140199(m²)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,8x8,Yes,Yes,Ceiling Fans,Balcony,Stucco,,,,1 / Gaslog Fireplace,"Tile, Wood",,Slab,North,,,,2 / Attached,,Central Gas,,,,,"Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,10x10,LT 8 BLK 1 NOLDA STREET T/H,Exclusive Right to Sell/Lease,359000,For Sale,19x18,,On Corner,"1,797 Sqft.167(m²)  /Appraisal District",29940831 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,http://www.har.com/5323-nolda-st--a/sale_29940831,,,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,"1 Living Area, Formal Dining, Living Area - 2nd Floor,",341,TX,,3,,Contemporary/Modern,Nolda Street T/H View subdivision price trend,RICE MILITARY,2.52856,"$8,724/2016",A,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2002   / Appraisal District,77007,595ed75de2bac805b0cd8c16,,,
1984,,13x13,,12x13,,,,,,721 W 12th St,,Yes,2.56,3.10,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,188110(m²)  /Appraisal",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Formica,Harris County,77008,,11x13,Yes,Yes,,"Patio/Deck, Porch, Back Yard Fenced",Wood,,,"Cash Sale, Conventional, FHA, VA",,"Laminate, Wood",,Block & Beam,South,,,,,No,Central Gas,,,,,"Alarm System - Owned, Fire/Smoke Alarm",452Z,11x13,TRS 19B & 20B BLK 180 HOUSTON HEIGHTS,Exclusive Right to Sell/Lease,359900,For Sale,13x15,,Subdivision Lot,"2,222 Sqft.206(m²)  /Appraisal District",29526404 (HAR),,No/$0,Heights/Greater Heights,,,No Master,,"$488,398",,"6,600",$259.55,"1,908",1935,No,,,,$284 - $900 K,,No/$0,Gas Oven,http://www.har.com/721-w-12th-st/sale_29526404,,,,,0.0,No,,Single Family,,Gas Range,Composition,1 Living Area,"3,887",TX,,1,,Traditional,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.52856,"$6,086/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1920   / Appraisal District,77008,595ed75de2bac805b0cd8c17,,,
1985,,18x14,,14x10,,14x10,,,,4636 Cornish St,,No,3.20,3.00,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,082193(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,13x10,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Batt","Fully Fenced, Patio/Deck, Back Yard, Back Yard Fenced","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Dryer Included, High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm, Washer Included",492H,15x13,LT 8 BLK 1 VILLAS ON SHEPHERD SEC 2,Exclusive Right to Sell/Lease,370000,For Sale,18x15,,Subdivision Lot,"2,929 Sqft.272(m²)  /Appraisal District",24609463 (HAR),,No/$0,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$357,378",$0.00,"2,500",,"2,082",2013,Yes,,,,$312 - $385 K,,No/$0,Electric Oven,http://www.har.com/4636-cornish-st/sale_24609463,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Formal Living, Kitchen/Dining Combo, Living/Dining Combo,",20,TX,,2,,Traditional,Villas on Shepherd View subdivision price trend,1/VILLAS/SHEPHERD SUB,2.52856,"$9,002/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77007,595ed75de2bac805b0cd8c18,,,
1986,,18x14,,11x11,,12x11,,,,1333 W 22nd St F,,,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,355219(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77008,,12x11,Yes,,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, HVAC>13 SEER, Insulation - Other, Other Energy Features","Back Yard, Back Green Space, Back Yard Fenced","Brick & Wood, Stucco",,,"Cash Sale, Conventional, VA","1 / Gas Connections, Wood Burning Fireplace","Tile, Wood, Carpet",,Block & Beam,,,,"Auto Driveway Gate, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",452T,,LT 2 BLK 1 COVIS HOMES AT SHADY ACRES,Exclusive Right to Sell/Lease,376000,For Sale,21x18,,Patio Lot,"1,905 Sqft.177(m²)  /Survey",57864640 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,"Gas Oven, Single Oven",http://www.har.com/1333-w-22nd-st-f/sale_57864640,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Formal Living, Living Area - 2nd Floor",449,TX,,3,,Contemporary/Modern,Covis Homes/Shady Acres View subdivision price trend,SHADY ACRES,2.52856,"$2,688/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77008,595ed75de2bac805b0cd8c19,,,
