,Start_Dt,End_Dt,count,Start_Price,End_Price,Price_Change,Price_Change_Pct,Time_Change,Page_Link,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
10,2017-07-26,2017-07-26,1,434995,434995,0,0.0,0.0,http://www.har.com/1005-bingham-3/sale_76007483,,17x13,,13x12,,11x9,,,,1005 Bingham #3,,No,2.39,2.69,"$2,176",$1.60,"$442,937",,$204.71,,"2,251",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,551237(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Automatic Gate,Central Electric,Granite,Harris County,,,17x10,Yes,Yes,"Attic Fan, Attic Vents, Ceiling Fans, Energy Star Appliances","Patio/Deck, Porch, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab on Builders Pier,West,,,"Additional Parking, Auto Driveway Gate",2 / Attached,Yes,Central Gas,59.0,97.0,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,15x13,"Lot 3, Blk 1 of Bingham Court",Exclusive Right to Sell/Lease,434995.0,For Sale,17x12,,Subdivision Lot,,76007483 (HAR),,$ 50 / MONTHLY,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Living/Dining Combo, Living Area - 2nd Floor",,TX,,4,,Contemporary/Modern,Bingham Court,,2.66,,,,,,,,,,,,,,,Utility Room 2nd Floor,8x9,,,"Public Sewer, Public Water",2016   / Builder,77007.0,59602877e2bac828e009b9ce,,,
11,2017-07-26,2017-07-26,1,500000,500000,0,0.0,0.0,http://www.har.com/1009-st-charles/sale_34183141,,,,,,,,,,1009 St. Charles,,,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,4 Full  & 1Half Bath(s),,3 Bedroom(s),,,,Houston,,,,Central Electric,mix,Harris County,,,,,,"Insulated/Low-E windows, Radiant Attic Barrier, High-Efficiency HVAC, Tankless/On-Demand H2O Heater, Other Energy Features",,Brick Veneer,,,,,,,Other,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,107.0,321.0,,,Alarm System - Owned,,,McKinney Place,Exclusive Right to Sell/Lease,500000.0,For Sale,,,Other,,34183141 (HAR),,No/$0,East End Revitalized,East End Revitalized,,,,,,,,,,,,,,,,No/$0,,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,Gameroom Up,,TX,,4,,Other Style,McKinney Place,,,,,,,,,,,,,,,,,,,,,Public Sewer,,77003.0,5933372ee2bac83b34e530e3,,,
12,2017-08-20,2017-08-20,1,319000,319000,0,0.0,0.0,http://www.har.com/1010-e-temple-st/sale_44003509,,14x13,,11x10,,,,,,1010 E Temple St,,No,2.3,2.81,"$2,232",$1.44,"$587,044",,$264.47,,"2,298",,,2 Full  & 1Half Bath(s),,2 - 3 Bedroom(s),,"1,752163(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,,,10x8,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, North/South Exposure","Screened Porch, Covered Patio/Deck","Brick & Wood, Cement Board",,,,,"Tile, Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",271.0,952.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",453X,12x7,LT 3 BLK 1 TABOR ESTATES AMEND,Exclusive Right to Sell/Lease,334000.0,For Sale,26x18,,Subdivision Lot,"1,622 Sqft.151(m_)  /Appraisal District",44003509 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,,Traditional,Tabor Estates Amd 1,,2.5285599999999997,"$7,803/2016",,,,,,,,,,,,,,Utility Rm in House,6x3,,,"Public Sewer, Public Water",2007   / Appraisal District,77009.0,5941d620e2bac8376c88c421,,,
13,2017-06-10,2017-06-10,1,369900,369900,0,0.0,0.0,http://www.har.com/1010-studer-st/sale_74098643,,16x17,,12x12,,11x12,,,,1010 Studer St,"Electric Dryer Connection, Gas Dryer Connections, Washer Included, Dryer Included, Full Size, Refrigerator",No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,398223(m_)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Granite,Harris County,77007.0,,11x18,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC","Balcony, Back Yard","Brick Veneer, Other",,,"Cash Sale, Conventional, VA",,"Tile, Wood, Carpet",,Slab,North,,,,2 / Attached,,"Central Gas, Zoned",,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Tile, Drapes/Curtains/Window Cover",492G,,LT 4 BLK 1 CENTER STREET SQUARE,Exclusive Right to Sell/Lease,369900.0,For Sale,14x18,,On Corner,"1,721 Sqft.160(m_)  /Appraisal District",74098643 (HAR),Exterior Building,$ 1050 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$445,000",,"2,500",$197.44,"2,400",1999.0,Yes,,,,$278 - $725 K,,No/$0,Gas Oven,Auto Garage Door Opener,,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",341,TX,,3,,Traditional,Center Street Square View subdivision price trend,RICE MILITARY,2.53516,"$8,942/2015",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2005   / Appraisal District,77007.0,5933372ee2bac83b34e52e09,,,
14,2017-06-29,2017-06-29,1,415000,415000,0,0.0,0.0,http://www.har.com/1010-w-24th-st-d/sale_60998925,,17x17,,14x12,,13x12,,,Driveway Gate,1010 W 24th St #D,,Yes,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,200204(m_)  /Seller",,Houston,,"Electric Dryer Connections, Washer Connections",,"Central Electric, Zoned",Stone,Harris County,77008.0,,12x10,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Back Green Space, Covered Patio/Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen",452U,15x14,LT 10 BLK 1 WEST TWENTY FOURTH LANDING,Exclusive Right to Sell/Lease,415000.0,For Sale,16x16,,Other,"1,559 Sqft.145(m_)  /Appraisal District",60998925 (HAR),,$ 975 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950.0,Yes,,,,$188 - $529 K,,Yes/$$75 Monthly/Water/Sewer/Trash Pickup,Gas Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Formal Dining, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor, Family Room,",449,TX,,3,,Traditional,Shady Acres View subdivision price trend,SHADY ACRES,2.5285599999999997,"$10,161/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,7x6,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,5941d620e2bac8376c88c429,,,
15,2017-06-16,2017-06-16,1,419000,419000,0,0.0,0.0,http://www.har.com/1010-w-24th-st-f/sale_71609348,,17x16,,16x11,,12x10,,,Automatic Gate,1010 W 24th St #F,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,299214(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,,,16x10,Yes,Yes,"Attic Fan, Ceiling Fans","Sprinkler System, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone, Stucco",,,,,"Tile, Wood, Carpet",,Slab,North,,,"Additional Parking, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245.0,942.0,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",452U,13x10,LT 12 BLK 1 WEST TWENTY FOURTH LANDING,Exclusive Right to Sell/Lease,419000.0,For Sale,20x16,,Subdivision Lot,"1,653 Sqft.154(m_)  /Appraisal District",71609348 (HAR),,$ 975 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,"Yes/$75/Water, Trash and Sewer",Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo",,TX,,3,,Traditional,West 24th Lndg,,2.5285599999999997,"$9,609/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,5933372ee2bac83b34e52f38,,,
16,2017-07-18,2017-07-18,1,299900,299900,0,0.0,0.0,http://www.har.com/1011-green-kensington/sale_49112547,,14x13,,11x10,,11x10,,,,1011 Green Kensington,,No,2.2,2.76,"$2,043",$1.58,"$501,367",,$233.83,,"2,186",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,446134(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Granite,Harris County,,,15x8,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",Controlled Subdivision Access,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,West,,,"Additional Parking, Double-Wide Driveway",2 / Attached,Yes,Central Gas,44.0,127.0,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492A,15x9,"Lot 10, Block 1, Kensington Green",Exclusive Right to Sell/Lease,299900.0,For Sale,20x12,,Subdivision Lot,"1,407 Sqft.131(m_)  /Appraisal District",49112547 (HAR),,$ 2200 / ANNUALLY,Timbergrove/Lazybrook,Timbergrove/Lazybrook,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,2,,Traditional,Kensington Green,,,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008.0,59656ec4e2bac83574a4fd95,,,
17,2017-06-18,2017-06-18,1,549750,549750,0,0.0,0.0,http://www.har.com/1012-archer-st/sale_80331144,,10x14,,10x13,,13x17,,,,1012 Archer St,,,1.69,2.71,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,883175(m_)  /Seller",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009.0,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, High-Efficiency HVAC, Insulation - Blown Fiberglass, Insulation - Spray-Foam","Fully Fenced, Porch, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,,,"Stone, Wood",,"Block & Beam, Slab",West,,,Auto Garage Door Opener,"2 / Oversized, Attached",No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen",453X,,LT 1 BLK 62 BROOKE SMITH,Exclusive Right to Sell/Lease,554500.0,For Sale,,,Corner,"5,000 Sqft.465(m_)  /Appraisal District",80331144 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$238,409",,"5,000",$236.32,"1,204",1926.0,Yes,,,,$154 - $445 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,,803,TX,,1,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.5285599999999997,"$9,636/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009.0,5933372ee2bac83b34e5316c,,,
18,2017-07-21,2017-07-21,1,500000,500000,0,0.0,0.0,http://www.har.com/1012-e-7th-1_2-st/sale_7640424,,,,,,,,,,1012 E 7th 1/2 St,,,2.3,2.95,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"3,238301(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77009.0,,,,,,,Wood,,,"Cash Sale, Conventional",,,,Block & Beam,,,,,,No,Central Gas,,,,,,493B,,LT 3 BLK 19 NORHILL,Exclusive Right to Sell/Lease,500000.0,For Sale,,,Subdivision Lot,"6,600 Sqft.613(m_)  /Appraisal District",7640424 (HAR),,No/$0,Heights/Greater Heights,,,,,"$483,719",,"5,850",$355.31,"1,547",1926.0,,,,,$354 - $940 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,332,TX,,1,,Traditional,Norhill View subdivision price trend,NORHILL,2.5285599999999997,"$12,217/2016",,,,,,,,,,,,,,,,,,Public Sewer,1926   / Appraisal District,77009.0,5971454be2bac83110bfef15,,,
19,2017-06-11,2017-06-11,1,485000,485000,0,0.0,0.0,http://www.har.com/1013-e-27th-st/sale_13667475,,21x15,,11x12,,11x12,,,Manned Gate,1013 E 27th St,,,1.99,2.7,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,590241(m_)  /Appraisal District",,Houston,No,Washer Connections,,Central Electric,Granite,Harris County,77009.0,,16x17,Yes,Yes,Ceiling Fans,Back Yard,Other,,,,,"Tile, Wood, Carpet",,Slab,South,15x12,,Auto Garage Door Opener,2 / Attached,No,Central Electric,,,,,Alarm System - Owned,,15x13,LT 21 BLK 24 SUNSET HEIGHTS,Exclusive Right to Sell/Lease,485000.0,For Sale,19x20,,Cleared,"3,000 Sqft.279(m_)  /Appraisal District",13667475 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934.0,Yes,,,,$190 - $512 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Formal Dining, Gameroom Up, Family Room,",635,TX,,2,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS,2.5285599999999997,"$10,114/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77009.0,5933372ee2bac83b34e53091,,,
20,2017-07-13,2017-07-13,1,429900,429900,0,0.0,0.0,http://www.har.com/1014-adele-st/sale_97767482,,17x19,,12x14,,11x12,,,,1014 Adele St,,No,1.99,2.7,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,398223(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,77009.0,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Back Yard, Back Green Space, Back Yard Fenced","Stucco, Synthetic Stucco",,,"Cash Sale, Conventional, FHA",,"Tile, Wood",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Country Kitchen, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,15x19,LT 2 BLK 1 DMM SQUARE,Exclusive Right to Sell/Lease,459900.0,For Sale,24x19,,Subdivision Lot,"2,500 Sqft.232(m_)  /Appraisal District",97767482 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934.0,Yes,,,,$190 - $512 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Kitchen/Dining Combo, Living/Dining Combo, Family Room,",635,TX,,2,,Traditional,STUDE View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,Utility Rm in House,8x6,,,"Public Sewer, Public Water",2017   / Builder,77009.0,59348903e2bac8343056895c,,,
21,2017-08-02,2017-08-02,1,385000,385000,0,0.0,0.0,http://www.har.com/1014-e-16th-st/sale_92261588,,12x11,,12x11,,,,,,1014 E 16th St,,No,1.43,2.46,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,02295(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009.0,,12x10,Yes,Yes,"Attic Fan, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Insulation - Batt, North/South Exposure","Fully Fenced, Patio/Deck, Back Yard, Back Green Space, Detached Gar. Apt./Quarters, Porch",Wood,21x14,,"Cash Sale, Conventional",,"Tile, Wood",,Pier & Beam,North,,Yes,"Auto Driveway Gate, Auto Garage Door Opener",2 / Detached,No,Central Gas,,,,,"Alarm System - Owned, Dryer Included, Refrigerator Included, Washer Included",453X,15x12,LT 2 BLK 109 NORTH NORHILL,Exclusive Right to Sell/Lease,390000.0,For Sale,17x11,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",92261588 (HAR),,No/$0,Heights/Greater Heights,,,,,"$366,857",,"5,000",$334.60,"1,185",1928.0,Yes,,,,$280 - $482 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,Yes,Gas Range,Composition,Quarters/Guest House,530,TX,,1,,Traditional,North Norhill View subdivision price trend,NORTH NORHILL,2.5285599999999997,"$9,423/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1928   / Appraisal District,77009.0,5933372ee2bac83b34e52e93,,,
22,2017-07-31,2017-07-31,1,299900,299900,0,0.0,0.0,http://www.har.com/1014-green-kensington/sale_71668885,,14x13,,11x10,,11x10,,,,1014 Green Kensington,,No,2.01,3.34,"$1,344",$0.76,"$154,936",,$83.58,,"1,899",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,446134(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Granite,Harris County,,,15x8,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",Controlled Subdivision Access,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,"Additional Parking, Double-Wide Driveway",2 / Attached,Yes,Central Gas,107.0,431.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492A,15x9,"Lot 9, Block 1 Kensington Green",Exclusive Right to Sell/Lease,299900.0,For Sale,20x12,,Subdivision Lot,"1,400 Sqft.130(m_)  /Survey",71668885 (HAR),,$ 2200 / ANNUALLY,Aldine Area,Aldine Area,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,Unfinished - Under Construction,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Formal Living, Living Area - 2nd Floor,",,TX,,2,,Traditional,Kensington Green,,,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008.0,596ff381e2bac819301db536,,,
23,2017-08-02,2017-08-02,1,314900,314900,0,0.0,0.0,http://www.har.com/1015-green-kensington/sale_19220408,,14x13,,11x10,,11x10,,,,1015 Green Kensington,,No,2.23,2.8,"$2,080",$1.60,"$500,660",,$232.78,,"2,198",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,446134(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Granite,Harris County,,,15x8,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",Controlled Subdivision Access,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,West,,,"Additional Parking, Double-Wide Driveway",2 / Attached,Yes,Central Gas,41.0,126.0,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492A,15x9,"LOT 8, Block 3 Kensington Green",Exclusive Right to Sell/Lease,314900.0,For Sale,20x12,,Subdivision Lot,"1,407 Sqft.131(m_)  /Appraisal District",19220408 (HAR),,$ 2200 / ANNUALLY,Timbergrove/Lazybrook,Timbergrove/Lazybrook,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,Unfinished - Under Construction,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,2,,Traditional,Kensington Green,,,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008.0,5981171de2bac833d07d2cd7,,,
24,2017-06-16,2017-06-16,1,429900,429900,0,0.0,0.0,http://www.har.com/1016-adele-st/sale_63115632,,17x19,,12x14,,11x12,,,,1016 Adele St,,No,1.99,2.7,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,398223(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,77009.0,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt",,"Stucco, Synthetic Stucco",,,"Cash Sale, Conventional, FHA",,"Tile, Wood",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Country Kitchen, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",,15x19,LT 1 BLK 1 DMM SQUARE,Exclusive Right to Sell/Lease,459900.0,For Sale,24x19,,Subdivision Lot,"2,500 Sqft.232(m_)  /Appraisal District",63115632 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934.0,Yes,,,,$190 - $512 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Kitchen/Dining Combo, Living/Dining Combo,",635,TX,,2,,Traditional,STUDE View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,Utility Rm in House,8x6,,,"Public Sewer, Public Water",2017   / Builder,77009.0,59348903e2bac8343056895b,,,
25,2017-08-19,2017-08-19,1,485000,485000,0,0.0,0.0,http://www.har.com/1016-fugate/sale_53194879,,18x14,,12x12,,12x11,,,Driveway Gate,1016 Fugate,,No,1.43,2.46,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,485138(m_)  /Appraisal",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009.0,,12x11,Yes,Yes,"Insulated Doors, Ceiling Fans","Patio/Deck, Subdivision Tennis Court, Workshop, Back Yard, Porch, Back Yard Fenced",Unknown,,,"Cash Sale, Conventional",,"Tile, Wood",,Pier & Beam,East,,,,1 / Detached,No,Central Gas,,,,,"Alarm System - Owned, Dryer Included, High Ceiling, Refrigerator Included, Washer Included, Drapes/Curtains/Window Cover",453X,14x10,LT 4 BLK 123 NORTH NORHILL,Exclusive Right to Sell/Lease,499900.0,For Sale,18x12,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",53194879 (HAR),,$ 35 / ANNUALLY,Heights/Greater Heights,,,"Tub with Shower, Whirlpool/Tub",,"$366,857",,"5,000",$334.60,"1,185",1928.0,Yes,,,,$280 - $482 K,,No/$0,"Freestanding Oven, Gas Oven",,,,,0.0,No,,Single Family,,"Freestanding Range, Gas Cooktop",Composition,"1 Living Area, Formal Dining, Formal Living,",530,TX,,1,,Traditional,North Norhill Add View subdivision price trend,NORTH NORHILL,2.5285599999999997,"$11,682/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1926   / Appraisal District,77009.0,5933372ee2bac83b34e530cb,,,
