,Distinction,Home,Index_Rating,School,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,_id,distinction_yes,index_1,index_2,index_3,index_4
7727,[],http://www.har.com/5322-avenue-j/sale_49079752,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2227,2227.0,,59a0bbdde2bac848981c368e,,,1.0,1.0,1.0
7728,['Science Distinction'],http://www.har.com/5322-avenue-j/sale_49079752,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High  09  12  HOUSTON ISD
                  
                   
                ",2228,2228.0,,59a0bbdde2bac848981c368f,1.0,1.0,1.0,1.0,1.0
7729,[],http://www.har.com/1602-elgin-st-18/sale_36327441,['Met Index 4'],"
                  GregoryLincoln Ed Ctr Elementary  PK  08  HOUSTON ISD
                  
                   
                ",2229,2229.0,,59a0bbdde2bac848981c3690,,,,,1.0
7730,[],http://www.har.com/1602-elgin-st-18/sale_36327441,['Met Index 4'],"
                  GregoryLincoln Ed Ctr Middle  PK  08  HOUSTON ISD
                  
                   
                ",2230,2230.0,,59a0bbdde2bac848981c3691,,,,,1.0
7731,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1602-elgin-st-18/sale_36327441,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",2231,2231.0,,59a0bbdde2bac848981c3692,1.0,1.0,1.0,1.0,1.0
7732,[],http://www.har.com/5101-de-milo-dr/sale_74512140,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Smith Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2232,2232.0,,59a0bbdde2bac848981c3693,,1.0,1.0,1.0,1.0
7733,['Reading/ELA Distinction'],http://www.har.com/5101-de-milo-dr/sale_74512140,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2233,2233.0,,59a0bbdde2bac848981c3694,1.0,1.0,1.0,1.0,1.0
7734,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/5101-de-milo-dr/sale_74512140,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",2234,2234.0,,59a0bbdde2bac848981c3695,1.0,1.0,1.0,1.0,1.0
7735,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/2104-oatfield-dr/sale_44368156,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Oak Forest Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2235,2235.0,,59a0bbdde2bac848981c3696,1.0,1.0,1.0,1.0,1.0
7736,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2104-oatfield-dr/sale_44368156,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2236,2236.0,,59a0bbdde2bac848981c3697,1.0,1.0,1.0,1.0,1.0
7737,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2104-oatfield-dr/sale_44368156,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",2237,2237.0,,59a0bbdde2bac848981c3698,1.0,1.0,1.0,1.0,1.0
7738,[],http://www.har.com/2907-rosedale/sale_21929864,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lockhart Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2238,2238.0,,59a0bbdde2bac848981c3699,,1.0,1.0,1.0,1.0
7739,[],http://www.har.com/2907-rosedale/sale_21929864,['Met Index 2'],"
                  Cullen Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2239,2239.0,,59a0bbdde2bac848981c369a,,,1.0,,
7740,[],http://www.har.com/2907-rosedale/sale_21929864,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Yates High School High  09  12  HOUSTON ISD
                  
                   
                ",2240,2240.0,,59a0bbdde2bac848981c369b,,,1.0,1.0,1.0
7741,[],http://www.har.com/4113-eigel-st/sale_66557784,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2241,2241.0,,59a0bbdde2bac848981c369c,,1.0,1.0,1.0,1.0
7742,[],http://www.har.com/4113-eigel-st/sale_66557784,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2242,2242.0,,59a0bbdde2bac848981c369d,,1.0,1.0,1.0,1.0
7743,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4113-eigel-st/sale_66557784,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2243,2243.0,,59a0bbdde2bac848981c369e,1.0,1.0,1.0,1.0,1.0
7744,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/613-aurora-st/sale_27939519,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2244,2244.0,,59a0bbdde2bac848981c369f,1.0,1.0,1.0,1.0,1.0
7745,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/613-aurora-st/sale_27939519,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2245,2245.0,,59a0bbdde2bac848981c36a0,1.0,1.0,1.0,1.0,1.0
7746,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/613-aurora-st/sale_27939519,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2246,2246.0,,59a0bbdde2bac848981c36a1,1.0,1.0,1.0,1.0,1.0
7747,[],http://www.har.com/1241-a-bonner-st--a/sale_68027348,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2247,2247.0,,59a0bbdde2bac848981c36a2,,1.0,1.0,1.0,1.0
7748,[],http://www.har.com/1241-a-bonner-st--a/sale_68027348,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2248,2248.0,,59a0bbdde2bac848981c36a3,,1.0,1.0,1.0,1.0
7749,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1241-a-bonner-st--a/sale_68027348,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2249,2249.0,,59a0bbdde2bac848981c36a4,1.0,1.0,1.0,1.0,1.0
7750,['Progress Distinction'],http://www.har.com/6729-canal/sale_99009664,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Tijerina Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2250,2250.0,,59a20d38e2bac8695014bf49,1.0,1.0,1.0,1.0,1.0
7751,[],http://www.har.com/6729-canal/sale_99009664,"['Met Index 2', 'Met Index 3']","
                  Edison Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2251,2251.0,,59a20d38e2bac8695014bf4a,,,1.0,1.0,
7752,['Science Distinction'],http://www.har.com/6729-canal/sale_99009664,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High  09  12  HOUSTON ISD
                  
                   
                ",2252,2252.0,,59a20d38e2bac8695014bf4b,1.0,1.0,1.0,1.0,1.0
7753,['Progress Distinction'],http://www.har.com/6727-canal-st-6/sale_30907193,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Tijerina Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2253,2253.0,,59a20d38e2bac8695014bf4c,1.0,1.0,1.0,1.0,1.0
7754,[],http://www.har.com/6727-canal-st-6/sale_30907193,"['Met Index 2', 'Met Index 3']","
                  Edison Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2254,2254.0,,59a20d38e2bac8695014bf4d,,,1.0,1.0,
7755,['Science Distinction'],http://www.har.com/6727-canal-st-6/sale_30907193,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High  09  12  HOUSTON ISD
                  
                   
                ",2255,2255.0,,59a20d38e2bac8695014bf4e,1.0,1.0,1.0,1.0,1.0
7756,"['Math Distinction', 'Progress Distinction']",http://www.har.com/307-ennis/sale_99594469,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary  KG  05  HOUSTON ISD
                  
                   
                ",2256,2256.0,,59a20d38e2bac8695014bf4f,1.0,1.0,1.0,1.0,1.0
7757,[],http://www.har.com/307-ennis/sale_99594469,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2257,2257.0,,59a20d38e2bac8695014bf50,,,1.0,1.0,1.0
7758,[],http://www.har.com/307-ennis/sale_99594469,['Met Index 2'],"
                  Wheatley High School High  09  12  HOUSTON ISD
                  
                   
                ",2258,2258.0,,59a20d38e2bac8695014bf51,,,1.0,,
7759,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1614-w-25th-st/sale_13051845,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2259,2259.0,,59a20d38e2bac8695014bf52,1.0,1.0,1.0,1.0,1.0
7760,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1614-w-25th-st/sale_13051845,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2260,2260.0,,59a20d38e2bac8695014bf53,1.0,1.0,1.0,1.0,1.0
7761,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1614-w-25th-st/sale_13051845,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",2261,2261.0,,59a20d38e2bac8695014bf54,1.0,1.0,1.0,1.0,1.0
7762,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1260-w-23rd-st/sale_15179726,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2262,2262.0,,59a20d38e2bac8695014bf55,1.0,1.0,1.0,1.0,1.0
7763,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1260-w-23rd-st/sale_15179726,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2263,2263.0,,59a20d38e2bac8695014bf56,1.0,1.0,1.0,1.0,1.0
7764,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1260-w-23rd-st/sale_15179726,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",2264,2264.0,,59a20d38e2bac8695014bf57,1.0,1.0,1.0,1.0,1.0
7765,[],http://www.har.com/4023-oak-ridge/sale_50493720,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Browning Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2265,2265.0,,59a20d38e2bac8695014bf58,,1.0,1.0,1.0,1.0
7766,[],http://www.har.com/4023-oak-ridge/sale_50493720,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2266,2266.0,,59a20d38e2bac8695014bf59,,1.0,1.0,1.0,1.0
7767,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4023-oak-ridge/sale_50493720,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2267,2267.0,,59a20d38e2bac8695014bf5a,1.0,1.0,1.0,1.0,1.0
7768,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1117-w-16th-st/sale_21129244,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2268,2268.0,,59a20d38e2bac8695014bf5b,1.0,1.0,1.0,1.0,1.0
7769,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1117-w-16th-st/sale_21129244,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2269,2269.0,,59a20d38e2bac8695014bf5c,1.0,1.0,1.0,1.0,1.0
7770,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1117-w-16th-st/sale_21129244,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",2270,2270.0,,59a20d38e2bac8695014bf5d,1.0,1.0,1.0,1.0,1.0
7771,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/3203-n-main-st/sale_83185119,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2271,2271.0,,59a20d38e2bac8695014bf5e,1.0,1.0,1.0,1.0,1.0
7772,[],http://www.har.com/3203-n-main-st/sale_83185119,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2272,2272.0,,59a20d38e2bac8695014bf5f,,,1.0,1.0,1.0
7773,[],http://www.har.com/3203-n-main-st/sale_83185119,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High  09  12  HOUSTON ISD
                  
                   
                ",2273,2273.0,,59a20d38e2bac8695014bf60,,,1.0,1.0,1.0
7774,[],http://www.har.com/4514-w-43rd-st/sale_25780821,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Smith Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2274,2274.0,,59a35e68e2bac86aec231fb0,,1.0,1.0,1.0,1.0
7775,['Reading/ELA Distinction'],http://www.har.com/4514-w-43rd-st/sale_25780821,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Clifton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2275,2275.0,,59a35e68e2bac86aec231fb1,1.0,1.0,1.0,1.0,1.0
7776,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/4514-w-43rd-st/sale_25780821,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High  09  12  HOUSTON ISD
                  
                   
                ",2276,2276.0,,59a35e68e2bac86aec231fb2,1.0,1.0,1.0,1.0,1.0
7777,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/757-33rd/sale_1664361,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burrus Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2277,2277.0,,59a4aff0e2bac82bc8841532,1.0,1.0,1.0,1.0,1.0
7778,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/757-33rd/sale_1664361,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2278,2278.0,,59a4aff0e2bac82bc8841533,1.0,1.0,1.0,1.0,1.0
7779,[],http://www.har.com/757-33rd/sale_1664361,['Met Index 4'],"
                  Washington B T High School High  09  12  HOUSTON ISD
                  
                   
                ",2279,2279.0,,59a4aff0e2bac82bc8841534,,,,,1.0
7780,[],http://www.har.com/507-kelley-st/sale_29676544,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jefferson Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2280,2280.0,,59a4aff0e2bac82bc8841535,,1.0,1.0,1.0,1.0
7781,[],http://www.har.com/507-kelley-st/sale_29676544,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2281,2281.0,,59a4aff0e2bac82bc8841536,,,1.0,1.0,1.0
7782,[],http://www.har.com/507-kelley-st/sale_29676544,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High  09  12  HOUSTON ISD
                  
                   
                ",2282,2282.0,,59a4aff0e2bac82bc8841537,,,1.0,1.0,1.0
7783,[],http://www.har.com/1018-patterson-street/sale_68025537,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2283,2283.0,,59a60190e2bac85118365088,,1.0,1.0,1.0,1.0
7784,[],http://www.har.com/1018-patterson-street/sale_68025537,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2284,2284.0,,59a60190e2bac85118365089,,1.0,1.0,1.0,1.0
7785,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1018-patterson-street/sale_68025537,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2285,2285.0,,59a60190e2bac8511836508a,1.0,1.0,1.0,1.0,1.0
7786,[],http://www.har.com/1020-patterson-street/sale_53955410,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2286,2286.0,,59a60190e2bac8511836508b,,1.0,1.0,1.0,1.0
7787,[],http://www.har.com/1020-patterson-street/sale_53955410,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2287,2287.0,,59a60190e2bac8511836508c,,1.0,1.0,1.0,1.0
7788,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1020-patterson-street/sale_53955410,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2288,2288.0,,59a60190e2bac8511836508d,1.0,1.0,1.0,1.0,1.0
7789,[],http://www.har.com/4125-eigel/sale_45598894,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2289,2289.0,,59a60190e2bac8511836508e,,1.0,1.0,1.0,1.0
7790,[],http://www.har.com/4125-eigel/sale_45598894,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2290,2290.0,,59a60190e2bac8511836508f,,1.0,1.0,1.0,1.0
7791,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4125-eigel/sale_45598894,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2291,2291.0,,59a60190e2bac85118365090,1.0,1.0,1.0,1.0,1.0
7792,[],http://www.har.com/4123-eigel-street/sale_33353481,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2292,2292.0,,59a60190e2bac85118365091,,1.0,1.0,1.0,1.0
7793,[],http://www.har.com/4123-eigel-street/sale_33353481,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2293,2293.0,,59a60190e2bac85118365092,,1.0,1.0,1.0,1.0
7794,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4123-eigel-street/sale_33353481,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2294,2294.0,,59a60190e2bac85118365093,1.0,1.0,1.0,1.0,1.0
7795,[],http://www.har.com/1324-birdsall/sale_37818442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2295,2295.0,,59a75310e2bac83a7c016ec6,,1.0,1.0,1.0,1.0
7796,[],http://www.har.com/1324-birdsall/sale_37818442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2296,2296.0,,59a75310e2bac83a7c016ec7,,1.0,1.0,1.0,1.0
7797,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/1324-birdsall/sale_37818442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",2297,2297.0,,59a75310e2bac83a7c016ec8,1.0,1.0,1.0,1.0,1.0
7798,[],http://www.har.com/736-yale-st--b/sale_83345474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Harvard Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",2298,2298.0,,59a75310e2bac83a7c016ec9,,1.0,1.0,1.0,1.0
7799,[],http://www.har.com/736-yale-st--b/sale_83345474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2299,2299.0,,59a75310e2bac83a7c016eca,,1.0,1.0,1.0,1.0
7800,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/736-yale-st--b/sale_83345474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2300,2300.0,,59a75310e2bac83a7c016ecb,1.0,1.0,1.0,1.0,1.0
7801,[],http://www.har.com/4243-dickson-st/sale_81648939,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2301,2301.0,,59a75310e2bac83a7c016ecc,,1.0,1.0,1.0,1.0
7802,[],http://www.har.com/4243-dickson-st/sale_81648939,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2302,2302.0,,59a75310e2bac83a7c016ecd,,1.0,1.0,1.0,1.0
7803,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4243-dickson-st/sale_81648939,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2303,2303.0,,59a75310e2bac83a7c016ece,1.0,1.0,1.0,1.0,1.0
7804,"['Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/318-w-20--b/sale_56765648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Helms Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2304,2304.0,,59a75310e2bac83a7c016ecf,1.0,1.0,1.0,1.0,1.0
7805,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/318-w-20--b/sale_56765648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2305,2305.0,,59a75310e2bac83a7c016ed0,1.0,1.0,1.0,1.0,1.0
7806,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/318-w-20--b/sale_56765648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2306,2306.0,,59a75310e2bac83a7c016ed1,1.0,1.0,1.0,1.0,1.0
7807,"['Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/233-e-27/sale_13374242,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Helms Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2307,2307.0,,59a75310e2bac83a7c016ed2,1.0,1.0,1.0,1.0,1.0
7808,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/233-e-27/sale_13374242,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2308,2308.0,,59a75310e2bac83a7c016ed3,1.0,1.0,1.0,1.0,1.0
7809,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/233-e-27/sale_13374242,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",2309,2309.0,,59a75310e2bac83a7c016ed4,1.0,1.0,1.0,1.0,1.0
7810,[],http://www.har.com/5425-larkin-street/sale_46951524,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",2310,2310.0,,59a75310e2bac83a7c016ed5,,1.0,1.0,1.0,1.0
7811,[],http://www.har.com/5425-larkin-street/sale_46951524,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",2311,2311.0,,59a75310e2bac83a7c016ed6,,1.0,1.0,1.0,1.0
